CUE Anexo|Jardín maternal|Inicial|Primaria|Secundaria|Secundaria Técnica (INET)|Superior no Universitario|Superior No Universitario (INET)
860223606||||X|||
860223607||||X|||
860223608||||X|||
860223609||||X|||
860223610||||X|||
860223700||||X|||
860223701||||X|||
860223702||||X|||
860223703||||X|||
860223704||||X|||
860223800||||X|||
860223801||||X|||
860223802||||X|||
860223803||||X|||
860223900||||X|||
860223901||||X|||
860223902||||X|||
860223903||||X|||
860223904||||X|||
860223906||||X|||
860223907||||X|||
860223908||||X|||
860224000|||||||
860224200|||||||
860224300||X|||||
860224400||X|||||
860224500||X|||||
860224600||X|||||
860224700||X|||||
860224800||X|||||
860224900||||X|X||
860225000||X|||||
860225100||X|||||
860225200||X|||||
860225300||X|||||
860225400||X|||||
860225500||X|X||||
860225600||X|||||
860225700||X|X||||
860225800||||||X|
860225900|||||||
860226000||X|||||
860226100|||X||||
860226200|||X||||
860226300||||X|X||
860226400|||X||||
860226500|||X||||
860226600||||||X|
860226700||X|||||
860226800||X|||||
860226900||X|||||
860227000|||X||||
860227100||||X|||
869000100||||X|X||
940000100||X|||||
940000200||X|||||
940000300||X|||||
940000400||X|||||
940000500||X|||||
940000600||X|||||
940000700||X|||||
940000800||X|||||
940000900|X|X|||||
940001200|||X||||
940001300||X|X|X|||
940001400|||X||||
940001500|||X||||
940001600||X|||||
940001700||||X|||
940001900||||X|||
940002000||||X|||
940002100||||X|||
940002300||X|||||
940002400|||X||||
940002500||||X|||
940002600||||X|||
940002700|||||||
940002800|||||||
940002802|||||||
940002900|||||||
940002901|||||||
940002902|||||||
940003000||||X|||
940003200||||||X|X
940003201||||||X|
940003203||||||X|
940003204||||||X|
940003206||||||X|
940003400|||X||||
940003600|||X||||
940003700|||X||||
940003800|||X||||
940003801||||X|||
940004000|||||||
940004001|||||||
940004006|||||||
940004012|||||||
940004020|||||||
940004022|||||||
940004200|||X||||
940004300|||X||||
940004400|||X||||
940004500|||X||||
940004700|||X||||
940004800|||X||||
940004900|||X||||
940005000|||X||||
940005100||X|X||||
940005300|||X|X|||
940005400||X|||||
940005500||X|X|X|||
940005600|||X|X|||
940005700||X|||||
940005800||X|||||
940005900||X|||||
940006000||X|||||
940006100||||X|||
940006200|||||||
940006202|||||||
940006210|||||||
940006211|||||||
940006212|||||||
940006300|||X|X|||
940006400|||||||
940006500||||||X|X
940006503||||||X|
940006504||||||X|X
940006700|||X||||
940006800|||X||||
940006900|||X||||
940007100|||||||
940007300||||||X|
940007400|||X||||
940007500|||X||||
940007600||||X|||
940007700||||X|X||
940007800|||X||||
940007900|||X||||
940008000|||X||||
940008100||X|||||
940008200||X|||||
940008300||||X|X||
940008400||||X|||
940008500||||X|||
940008600|||||||
940008601|||||||
940008700||||X|||
940008800||||||X|
940009000||||X|X||
940009200||X|X|X|||
940009300|||X||||
940009400|||X||||
940009500|||X||||
940009600||X|X|X|||
940009700|||||||
940009701|||||||
940009702|||||||
940009800|||||||
940009801|||||||
940009802|||||||
940009803|||||||
940009805|||||||
940009807|||||||
940009811|||||||
940009814|||||||
940009816|||||||
940009900||X|||||
940010000||X|||||
940010100|X|X|||||
940010300||X|||||
940010400|||X||||
940010600|||X||||
940010700|||X||||
940010900||X|X|X|||
940011300||X|||||
940011400||||X|||
940011500||||X|||
940011600||X|X|X|||
940011700|||X||||
940012200||X|||||
940012300|||X||||
940012600||||X|||
940012700||||||X|
940012800||X|X|X|||
940012801||X|X||||
940013200|||||||
940013201|||||||
940013203|||||||
940013205|||||||
940013400||X|X||||
940013500|||X|X|||
940013600||X|||||
940013700|||X|X|||
940013701|||X|X|||
940013900||X|||||
940014200|||||||
940014300|||||||
940014400|||||||
940014600||X|X||||
940014700||||X|||
940014800|||X|X|||
940014900|||||||
940014901|||||||
940014903|||||||
940014906|||||||
940014907|||||||
940014908|||||||
940014912|||||||
940014913|||||||
940014914|||||||
940015000||||X|||
940015300|||||||
940015400||||||X|X
940015600|||||||
940015700||||X|X||
940015800||||X|||
940015801||||X|||
940015900||||X|||
940016000||X|X||||
940016100|||||||
940016103|||||||
940016200||||X|||
940016400||||X|||
940016600|||||||
940016601|||||||
940016700|||||||
940016900||||||X|
940017000|||||||
940017100|||X||||
940017200||X|||||
940017300||X|||||
940017400|X||||||
940017500|||X|X|||
940017600|||X||||
940017700|||X||||
940017800|||||||
940017900|||||||
940018000|||X||||
940018100||X|||||
940018300|||||||
940018700||X|||||
940018800||X|||||
940018900||||X|||
940019000|||||||
940019100|||||||
940019300|||X||||
940019400||X|||||
940019500|||||||
940019600|||X||||
940019700|||||||
940019800||X|||||
940019900||X|||||
940020100||X|||||
940020200||X|||||
940020300|||X||||
940020400||||||X|
940020500||||X|||
940020700|||X||||
940020800|||X||||
940020900||X|X||||
940021000||||X|||
940021100||X|X||||
900000100||X|X|X|||
900000200||X|X||||
900000300||X|X||||
900000400|||||||
900000500||X|X||||
900000600||X|X|X|||
900000700||X|X||||
900000800||X|X||||
900001000|||||||
900001100|||||||
900001200||X|X||||
900001300|||||||
900001400||X|X||||
900001500||||X|||
900001700||X|X||||
900001800|||||||
900001900||X|X|X|||
900002000||X|X||||
900002100||X|X||||
900002200||X|X||||
900002400||X|X||||
900002700||||||X|X
900002900|||||||
900003000||||||X|
900003200||X|X||||
900003300||X|X||||
900003400||X|X||||
900003600||X|X||||
900003700||X|X||||
900003800|||X||||
900004000||X|||||
900004100||X|X||||
900004400||X|X||||
900004500|||||||
900004600||X|X||||
900004700|||||||
900004800||X|X||||
900004900||X|X||||
900005000||X|X||||
900005100||X|X|X|||
900005400||||X|X||
900005500||X|X|X|||
900005600||X|X||||
900005700||X|X||||
900005800||X|X|X|||
900005900||X|X||||
900006000||X|X|X|||
900006100||X|X||||
900006200||X|X||||
900006300||X|X|X|||
900006400||X|X|X|||
900006500|||||||
900006600|||||||
900006700||X|X||||
900006800||||X|||
900006900||X|X||||
900007100||||||X|X
900007400||X|X||||
900007500||X|X||||
900007600||X|X|X|||
900007700|||||||
900007800||||X|||
900008000||X|X||||
900008100|||||||
900008200||X|X||||
900008300|||X||||
900008400||X|X|X|||
900008500||X|X||||
900008600||X|X||||
900008700||||X|X||
900008800|||||||
900008900||X|X||||
900009000||X|X||||
900009100||X|X||||
900009200|||||||
900009300||X|X|X|||
900009400||X|X||||
900009500|||||||
900009700|||X||||
900009800||X|X||||
900010000||X|X||||
900010100||X|X||||
900010200||X|X||||
900010300||X|X||||
900010500|||X||||
900010600||X|X||||
900010700||X|X|X|||
900010900||X|X||||
900011000|||||||
900011200||X|X||||
900011300||X|X||||
900011400||||X|||
900011500|||X||||
900011700||X|X|X|||
900011800||X|X||||
900011900||X|X||||
900012000||X|X||||
900012100|||X||||
900012200||X|X||||
900012300||X|X||||
900012400||X|X||||
900012500||X|X||||
900012600||X|X|X|||
900012700||X|X||||
900012900||X|X|X|||
900013000||X|X||||
900013100||X|X||||
900013300||X|X||||
900013400||X|X||||
900013500||X|X||||
900013600||X|X||||
900013700||X|X||||
900013900||||X|X||
900014000||X|X||||
900014100|||X||||
900014200||X|X||||
900014300||X|X||||
900014400||X|X||||
900014500|||X||||
900014600||X|X||||
900014700||X|X||||
900014800||X|X||||
900014900||X|X||||
900015000||||X|||
900015100||X|X||||
900015200||X|X||||
900015300||X|X||||
900015400|||X||||
900015500||X|X||||
900015600||X|X|X|||
900015700||X|X||||
900015800||X|X||||
900015900||X|X||||
900016000||X|X||||
900016200|||||||
900016300|||X||||
900016400||X|X||||
900016600||||X|||
900016800|||||||
900017000||X|X||||
900017100||X|X||||
900017200|X|X|X||||
900017300||||||X|
900017400||X|X||||
900017500||X|X||||
900017900||X|X||||
900018000||X|X||||
900018100||X|X|X|||
900018200||X|X||||
900018300||||||X|
900018500|||||||
900018700||X|X||||
900018800||X|X||||
900018900||X|X||||
900019000||X|X||||
900019100||X|X||||
900019200||X|X|X|||
900019400||X|X||||
900019500||X|X||||
900019600||X|X||||
900019700||X|X||||
900019800||X|X||||
900019900||X|X||||
900020000||X|X||||
900020100||X|X||||
900020200||X|X|X|||
900020300||X|X||||
900020400||X|X|X|||
900020500||X|X||||
900020700||X|X||||
900021000||||X|||
900021100|||||||
900021200||X|X||||
900021300|X|X|||||
900021400|||X||||
900021500||X|X||||
900021600||X|X||||
900021700||X|X|X|||
900021800||X|X|X|||
900022000||X|X||||
900022200||X|X||||
900022300|||X||||
900022400|||||||
900022500||X|X||||
900022700||X|X||||
900022800||X|X||||
900022900||X|X|X|||
900023000||X|X|X|||
900023100||X|X||||
900023200||X|X|X|||
900023300||X|X||||
900023400||X|X|X|||
900023500||X|X|X|||
900023600|||X||||
900023700||X|X||||
900023800||X|X|X|||
900023900||X|X||||
900024000|X|X|||||
900024100||X|X|X|||
900024200|||||||
900024300||X|X||||
900024400||X|X||||
900024500||X|X||||
900024600||X|X|X|||
900024700||X|X||||
900024800||X|X||||
900024900||X|X|X|||
900025000||X|X||||
900025100||X|X||||
900025200||X|X|X|||
900025300||X|X||||
900025400|||||||
900025500|||||||
900025700||X|X|X|||
900025800||X|X|X|||
900025900||X|X||||
900026000||X|X||||
900026100||X|X||||
900026200||X|X||||
900026300||X|X||||
900026400||X|X||||
900026500||X|X|X|||
900026600||X|X||||
900026700|||X||||
900026800||X|X|X|||
900026900|||X|X|||
900027000|||X||||
900027100||X|X||||
900027200||X|X|X|||
900027300||X|X||||
900027400||X|X||||
900027700||X|X||||
900027800||X|X||||
900027900||X|X|X|||
900028000||X|X||||
900028100||X|X||||
900028200||X|X||||
900028300||X|X||||
900028400||X|X||||
900028500||X|X||||
900028600||X|X||||
900028700||X|X||||
900028800||X|X||||
900028900||X|X||||
900029000||X|X||||
900029100||X|X||||
900029200||X|X|X|||
900029300||X|X|X|||
900029400||X|X||||
900029500||X|X||||
900029600||X|X||||
900029700|||||||
900029800||X|X||||
900029900||X|X||||
900030000|||X||||
900030100|||X||||
900030200||X|X|X|||
900030300||X|X|X|||
900030500||X|X|X|||
900030600||X|X||||
900030700||X|X||||
900030800||||X|||
900031100||X|X||||
900031200||X|X||||
900031300||X|X||||
900031400||X|X|X|||
900031500||X|X|X|||
900031600||X|X||||
900031700||X|X||||
900031800||X|X||||
900031900||||X|||
900032000||X|X||||
900032100||X|X|X|||
900032200||X|X|X|||
900032300||X|X|X|||
900032400||X|X||||
900032500||X|X|X|||
900032600||X|X||||
900032700||X|X||||
900032800||X|X|X|||
900032900||X|X||||
900033000||X|X||||
900033100||X|X||||
900033200||X|X||||
900033300||X|X||||
900033400||X|X||||
900033500||X|X||||
900033600||X|X||||
900033700||X|X||||
900033800||X|X||||
900034000||||||X|
900034100||||X|X||
900034200||X|X|X|||
900034300||X|X|X|||
900034400||X|X||||
900034500||X|X||||
900034600||||X|||
900034700|||X||||
900034800|||X||||
900034900||X|X||||
900035000||X|X|X|||
900035100|X|X|X|X||X|
900035200||X|X||||
900035300||||X|||
900035400|||X||||
900035500|||X||||
900035600||X|X|X|||
900035700||X|X||||
900035800||X|X||||
900035900||X|X||||
900036000||X|X||||
900036100||X|X||||
900036300||X|X||||
900036400||||X|||
900036600||||||X|X
900036700|||X||||
900036800||||X|||
900037000||X|X||||
900037100|||||||
900037200||||X|||
900037300|||||||
900037301|||||||
900037400||X|X||||
900037500||X|||||
900037600||X|X||||
900037700||X|X||||
900037900||X|X||||
900038000||||X|X||
900038100||||X|||
900038200||X|X||||
900038500||X|||||
900038600||X|X||||
900038700|||||||
900038900||||X|||
900039000|||||||
900039100|||X||||
900039200||||X|X||
900039300|||X||||
900039400||||X|||
900039500||X|X||||
900039700||||X|||
900039800||X|X||||
900039900||X|X||||
900040000||X|X||||
900040100|||X||||
900040200||X|X|X|||
900040300||X|X||||
900040400||X|X||||
900040500||X|X||||
900040600||X|X||||
900040700||X|X||||
900040800||X|X||||
900040900||X|X||||
900041000||X|X|X|||
900041200||X|X||||
900041300||||X|||
900041400||X|X||||
900041500||||X|||
900041600||X|X||||
900041700||X|X||||
900041800|||X||||
900041900||X|X||||
900042100||X|X||||
900042200|||X||||
900042300||X|X||||
900042400|||||||
900042500|||||||
900042600||X|X||||
900042700||X|X||||
900042800||||X|||
900042900||X|X||||
900043000||X|X||||
900043100||X|X||||
900043200||X|X||||
900043300||X|X|X|||
900043400||||X|X||
900043500||X|X||||
900043600||X|X|X|||
900043700||||X|X||
900043800||X|X||||
900043900||X|X||||
900044000||X|X|X|||
900044200||X|X||||
900044400||X|||||
900044500||X|X||||
900044600||X|X||||
900044700|||X||||
900044800||||X|||
900044900|||||||
900044901|||||||
900044902|||||||
900044903|||||||
900044904|||||||
900044905|||||||
900045100||X|X||||
900045200||X|X||||
900045300||X|X||||
900045400|||||||
900045500||X|X||||
900045600||X|X||||
900045700||X|X|X|||
900045800||X|X|X|||
900046000||X|X||||
900046200||X|X||||
900046300||X|X|X|||
900046400||X|X|X|||
900046500|||||||
900046600||X|X||||
900046700||X|X||||
900046800||X|X||||
900046900||||X|X||
900047100||X|X||||
900047200||X|X||||
900047300||X|X||||
900047400||X|X||||
900047500||||X|X||
900047600||X|X||||
900047700||X|X|X|||
900047800||X|X||||
900047900||X|X||||
900048000||X|X||||
900048100||X|X||||
900048200||X|X||||
900048300||X|X||||
900048400|||X||||
900048500||X|X||||
900048600||X|X|X|||
900048700||X|X||||
900048800|||X||||
900048900||X|X||||
900049000||||X|||
900049200||X|X|X|||
900049300||X|X|X|||
900049400||X|X||||
900049500||X|X||||
900049700||||X|||
900049800||X|X||||
900049900||X|X|X|||
900050000||X|X||||
900050100||X|X||||
900050300||||X|||
900050500||X|X||||
900050600||||X|||
900050700||||||X|
900050800||X|X||||
900050900||X|X||||
900051100||X|X||||
900051200||X|X||||
900051300||X|X||||
900051400||X|X||||
900051500||X|X||||
900051600|||X||||
900051700||||X|||
900051800||X|X||||
900051900||||||X|
900052000|||X||||
900052100||X|X||||
900052200||X|X||||
900052300||X|X||||
900052400||X|X||||
900052500||X|X|X|||
900052600||X|X||||
900052700|||||||
900052800||X|X||||
900052900||X|X|X||X|
900053000||||X|||
900053100||||X|||
900053200|||X||||
900053300||X|X||||
900053500|||X||||
900053700||X|X||||
900053800|||||||
900053900|||X||||
900054000||X|X||||
900054100||||X|||
900054200||||X|||
900054300|||||||
900054400||X|X||||
900054500||||||X|
900054700|||X||||
900054800||||X|||
900054900||||X|||
900055000|||X||||
900055100|||X||||
900055200||||X|X||
900055300||X|X||||
900055400|||||||
900055500||||||X|
900055600||X|X||||
900055700||||X|||
900055800||||X|||
900056000||||X||X|
900056100||||X||X|
900056200||X|X||||
900056300|||||||
900056400||||||X|
900056500||X|X||||
900056501||X|X||||
900056600||||X|||
900056700||X|X||||
900056800||||X||X|X
900057000||||X|||
900057100||X|X||||
900057200|||X||||
900057300||||X|||
900057700||||X||X|
900057900||X|X||||
900058100||X|X||||
900058200||X|X||||
900058300||||X|X||
900058400||||X|||
900058500|||||||
900058501|||||||
900058502|||||||
900058600||||||X|
900058700||X|X||||
900058800|||||||
900058900||X|X||||
900059000||X|X||||
900059100||X|X||||
900059400||||X|||
900059500|||X||||
900059600||X|X||||
900059800||X|X||||
900059900|||X||||
900060000||X|X||||
900060100||||X|X||
900060200||||X|||
900060300||X|X||||
900060400|||||||
900060600||X|X|X|||
900060700||||||X|
900060800||X|X||||
900060900|||X||||
900061000|||X||||
900061100||X|X||||
900061200||X|X||||
900061300||X|X|X|||
900061400||||X|X||
900061600||||||X|
900061602|||||||
900061603|||||||
900061700||||||X|
900061800||||X|||
900061900||X|X||||
900062000||X|X||||
900062200|||||||
900062300||X|X||||
900062400||||X|||
900062700||X|X||||
900062800||||X|||
900063100||X|X||||
900063200|||X||||
900063300|||||||
900063301|||||||
900063400||||X|X||
900063500||X|X||||
900063600||X|X|X|||
900063700||X|X|X|||
900063800||X|X||||
900063900||X|X||||
900064000||X|X||||
900064200||X|X|X|||
900064300||X|X||||
900064400||X|X||||
900064500||X|X||||
900064600||X|X||||
900064800|||X||||
900064900||X|X||||
900065000||X|X||||
900065100||||X|X||
900065200||X|X||||
900065300||X|X||||
900065400||||X||X|
900065500||||X|X||
900065600||X|X||||
900065700||X|X|X|||
900065900||X|X||||
900066000||X|X|X|||
900066100||X|X||||
900066200||X|X||||
900066300||X|X||||
900066400|||X|X||X|
900066500||X|X||||
900066600||X|X|X|||
900066700||||X|X||
900066800||||X|X||
900066900||X|X||||
900067000||X|X|X|||
900067100||X|X||||
900067200||X|X||||
900067300||X|X||||
900067400||X|X||||
900067500||X|X||||
900067800||X|X||||
900067900||X|X|X|||
900068000||X|X||||
900068100||X|X||||
900068200|||||||
900068300||X|X||||
900068400|||X||||
900068500||X|X||||
900068600||X|X||||
900068700||X|X||||
900068800||X|X|X|||
900068900||X|X||||
900069000||||X|X||
900069100|||X||||
900069300|||||||
900069500||X|X||||
900069600||X|X||||
900069700||X|X||||
900069800|||X||||
900069900||||X|||
900070000|||X||||
900070200||||X|||
900070300||X|X||||
900070400||X|X||||
900070500||||X|||
900070600|||X||||
900070700|||||||
900070800||X|X||||
900070900|||||||
900071000|||||||
900071100||X|X||||
900071200|||||||
900071300||X|X|X|||
900071400||X|X||||
900071500|||||||
900071600||||||X|
900071900||X|X||||
900072000||X|X||||
900072100|||X||||
900072300||X|X||||
900072400||||X|||
900072500|||X|X|||
900072600||||X||X|
900072700||X|X||||
900072800|||||||
900072900|||X||||
900073000|||X||||
900073100||X|X||||
900073200||X|X||||
900073300||X|X||||
900073400|||X||||
900073500|||X||||
900073600||X|X||||
900073700|||||||
900073800||||X|||
900073900|||X||||
900074000||X|X||||
900074100|||X||||
900074200||||X|X||
900074300|||X||||
900074400||X|X||||
900074500|||||||
900074600||X|X||||
900074800||X|X|X|||
900074900||X|X|X|||
900075000||X|X|X|||
900075100||X|X||||
900075200||X|X||||
900075300|||||||
900075500||||X|||
900075600||X|X||||
900075700||X|X|X|||
900075800|||X|X|||
900075900|||X||||
900076100||||X||X|
900076200||X|X||||
900076300||X|X||||
900076500|||||||
900076600||X|X||||
900076700||X|X|X|||
900076800||X|X||||
900076900||X|X||||
900077000|||X||||
900077100||X|X||||
900077200|||X||||
900077300||X|X||||
900077400||X|X||||
900077600||||X|||
900077700||X|X||||
900077800||X|X||||
900077900||X|X||||
