CUE Anexo|Ed. Común|Ed. Especial|Ed. Adultos|Ed. Artística|Ed. Hospitalaria Domiciliaria|Ed. Intercultural Bilingüe|Ed. Contexto de Encierro
060552100|X||||||
060552200|X||||||
060552201|X||||||
060552300|X||||||
060552400|X||||||
060552500|X||||||
060552600|X||||||
060552700|X||||||
060552800|X||||||
060552900|X||||||
060553000|X|||X|||
060553100|X||||||
060553200|X||||||
060553300|X||||||
060553400|X||||||
060553500|X||||||
060553600|X||||||
060553700|X|||X|||
060553800|||X||||
060553900|X||||||
060554000|X||||||
060554100||X|||||
060554200||X|||||
060554300|X||||||
060554400|X||||||
060554500|X||||||
060554600|X||||||
060554700|X||||||
060554800|X||||||
060554900|X||||||
060555000|X||X||||
060555100|X||||||
060555400|X||||||
060555500|X||||||
060555600|X||||||
060555700|X||||||
060555800|X||||||
060555900|X||||||
060556000|X||||||
060556100|X||||||
060556200|X||||||
060556300|X||||||
060556400|X||||||
060556500|X||||||
060556600|X||||||
060556700|X||||||
060556800|||X||||
060556801|||X||||
060556802|||X||||
060556900|X||X||||
060557000|X||||||
060557100|||X||||
060557200|X||||||
060557300|X||||||
060557400|X||||||
060557500|X||X||||
060557600|X||X||||
060557700|X||X||||
060557800|X||||||
060557900|X||X||||
060558000|X||||||
060558100|X||X||||
060558200|X||||||
060558300|X||||||
060558600|||X||||
060558700|X||||||
060558800|X||||||
060559000|X||||||
060559100||X|||X||
060559200|X||||||
060559300|X||||||
060559400|X||||||
060559600|X||||||
060559700|X||||||
060559800|X||||||
060559900|X||||||
060560000|X||X||||
060560100|X||||||
060560200|X||||||
060560300|X||||||
060560400|X||||||
060560500|X||||||
060560600|X||||||
060560700|X||||||
060560800|X||||||
060560900|X||X||||
060561000|X||||||
060561100|X||||||
060561200|X||||||
060561300|X||||||
060561400|X||||||
060561500|X||||||
060561600|X||||||
060561700|X||||||
060561800|X||X||||
060561900|X||||||
060562000|X||||||
060562100|X||||||
060562200|||X||||
060562201|||X||||
060562202|||X||||
060562203|||X||||
060562400|X||||||
060562500|X||||||
060562600|X||||||
060562900|X||||||
060563100|X||||||
060563200|X||||||
060563300|X||X||||
060563400|X||||||
060563500|X||||||
060563600|X||||||
060563700|X||||||
060563800|X||||||
060563900|X||||||
060564000|X||X||||
060564100|X|||X|||
060564200|X||||||
060564300|X||||||
060564400|X||||||
060564500|X||||||
060564600|X||||||
060564700|X||||||
060564800|X||||||
060564900|X||||||
060565000|X||||||
060565100|X||||||
060565200|X||||||
060565300|X||||||
060565400|X||||||
060565500|X||||||
060565700|X||||||
060565800|X||||||
060565900|X||||||
060566000|X||||||
060566100|X||||||
060566200|X||||||
060566300|X||||||
060566500|X||||||
060566600||X|||X||
060566800|X||||||
060566900|X||||||
060567000|X||||||
060567001|X||||||
060567100|X||||||
060567200|||X||||
060567300|X||||||
060567400|X||||||
060567500|X||||||
060567600|X||||||
060567700|X||||||
060567800|X||||||
060567900|X||||||
060568100|X||||||
060568200|X||||||
060568300|X||||||
060568400|X||||||
060568500|X||||||
060568600|X||||||
060568700|X||||||
060568800|X||||||
060568900|X||||||
060569100|X||||||
060569200|X|||X|||
060569400|X||||||
060569500|X||||||
060569600||X|||X||
060569700|X||||||
060569800|X||||||
060569900|X|||X|||
060570000|X||||||
060570100|X||||||
060570200|X||||||
060570300|X||||||
060570400|X||||||
060570500|X||||||
060570600||X|||||
060570700|X||||||
060570701|X||||||
060570702|X||||||
060570800|X||||||
060570900|X||||||
060571000|X||||||
060571100|X||||||
060571200|X||||||
060571300|X||||||
060571400|X||||||
060571500|X||||||
060571600|X||||||
060571700|X||||||
060571800|X||||||
060571900|X||||||
060572000|X||||||
060572100|X||||||
060572200|X||||||
060572300|||X||||
060572400|X||||||
060572500|X||||||
060572600|X||||||
060572700|X||||||
060572800|X||||||
060572900|X||||||
060573000|X||||||
060573100|X||X||||
060573200|X||||||
060573300||X|||||
060573400|X||||||
060573500|X||||||
060573600|X||X||||
060573700|X||||||
060573800||X|||||
060573900|X||||||
060574000|X||||||
060574100|X||X||||
060574200|||X||||
060574300||X|||||
060574400|X||||||
060574500|X||||||
060574600|X||||||
060574700|X||||||
060574800|X||||||
060574900|X||||||
060575000|||X||||
060575100|X||||||
060575200|X||||||
060575201|X||||||
060575300|X||X||||
060575400|X||||||
060575600|X||||||
060575700|X||||||
060575900||X|||||
060576000|X||||||
060576100|X||||||
060576200|X||||||
060576300|X||||||
060576400|X||||||
060576500||X|||X||
060576600|X||||||
060576700|X||||||
060576800|X||||||
060576900|||X||||
060576901|||X||||
060576902|||X||||
060576903|||X||||
060577000|X||||||
060577100|X||||||
060577200|X||||||
060577300|X||||||
060577400|X||||||
060577500|X||X||||
060577600|X||||||
060577700|X||||||
060577800|X||||||
060577900|X||||||
060578000|X||||||
060578100|X||||||
060578200|X||||||
060578300|X||||||
060578400|X||||||
060578500|X||||||
060578600|X||||||
060578700|X||||||
060578900|X||||||
060579000|X||||||
060579100|X||||||
060579200|X||||||
060579300|X||||||
060579400|X||||||
060579500|X||||||
060579600|X||||||
060579700|X||||||
060579800|X||||||
060579900|X||||||
060580000|X||||||
060580200|X||||||
060580300|X||||||
060580400|X||||||
060580500|X||||||
060580600||X|||||
060580700|X||||||
060580800|X||||||
060580900|||X||||X
060580901|||X||||
060580902|||X||||
060580903|||X||||
060581000|X||||||
060581100|X||||||
060581200|X||||||
060581300|X||||||
060581400|X||||||
060581600|X||||||
060581700|X||||||
060581800|X||||||
060581900|X||||||
060582000|X||||||
060582100|X||||||
060582200|X||||||
060582300|X||||||
060582400|X||||||
060582500|X||||||
060582600|X||||||
060582700|X||||||
060582800|X||||||
060582900|X||||||
060583000|X||||||
060583100|X||||||
060583200|X||||||
060583300|X||X||||
060583400|X||||||
060583500|X||||||
060583700|X||||||
060583800|X||||||
060584000|X||||||
060584100|X||||||
060584200|X||||||
060584300|X||||||
060584400|X||||||
060584500|X||||||
060584700|X||||||
060584800|X||||||
060585100|X||||||
060585300|X||||||
060585400|X||||||
060585500|X||||||
060585700|X||||||
060585800||X|||||
060586000|X||||||
060586100|X||||||
060586200|X||||||
060586300|X||||||
060586400|X||||||
060586500|||X||||
060586501|||X||||
060586600|||X||||
060586700|X||||||
060586800|X||||||
060586900|X||||||
060587000|X||||||
060587100|X|||X|||
060587200||X|||||
060587300|X||||||
060587400|||X||||
060587401|||X||||
060587500|X||||||
060587600|X||||||
060587800|X||||||
060587900|X||||||
060588000|X||||||
060588100|X||||||
060588200|X||||||
060588300|X||||||
060588400|X||||||
060588500|||X||||
060588700|X||||||
060588800|X||||||
060588900|X||||||
060589000|X||||||
060589100|X||||||
060589200|X||||||
060589400|X||||||
060589500|X||||||
060589600|X||||||
060589700|||X||||
060589800|X||||||
060589900|||X||||
060590000|X||||||
060590100|X||||||
060590200|X||||||
060590300|||X||||
060590301|||X||||
060590302|||X||||
060590303|||X||||
060590400|X||||||
060590500|X||||||
060590600|X|||X|||
060590700|X||||||
060590800|X||||||
060590900|X||||||
060590901|X||||||
060591000|X||||||
060591100|X||||||
060591200|||X||||
060591201|||X||||
060591300|X||||||
060591400||X|||||
060591500|X||||||
060591600|X||||||
060591700|X||||||
060591800|X||||||
060591900|X||||||
060592000|X||||||
060592100|X||||||
060592200|X||||||
060592400|X||||||
060592500|X||||||
060592600|X||||||
060592700|X||||||
060592800|X||||||
060592900|X||||||
060593300|X||||||
060593400|X||||||
060593500||X|||X||
060593600|X||||||
060593700|X||||||
060593800|X||||||
060593900|X||||||
060594000|X||||||
060594100|X||||||
060594101|X||||||
060594200|X||||||
060594300|X||||||
060594400|X||||||
060594500|X||||||
060594600|||X||||
060594700|X||||||
060594800|X||||||
060594900|X||||||
060595000|X||||||
060595100|X||||||
060595200|X||||||
060595300||X|||||
060595400|X||||||
060595500|X||||||
060595600|X||||||
060595700|X||||||
060595800|X||||||
060595900|X||X||||
060596000|X||||||
060596200|X||||||
060596400|X||||||
060596500|X||||||
060596501|X||||||
060596600|X||||||
060596700|X||||||
060596800|X||||||
060596900|X||||||
060597000|X||||||
060597100|X||||||
060597101|X||||||
060597300|X||||||
060597400|X|||X|||
060597700|X||||||
060597800|X||||||
060597900|X||X||||
060598000|X||X||||
060598100|X||||||
060598200|X||||||
060598300|X||||||
060598400|X||||||
060598500|X||||||
060598600|X||||||
060598900|X||||||
060599000|X||||||
060599200|X||||||
060599300|X|||X|||
060599400|X||||||
060599500|X||||||
060599600|X||||||
060599700|X||||||
060599800|X||||||
060599900|X||||||
060600000|X||||||
060600100|X||||||
060600400|X||||||
060600500|X||||||
060600600|X||||||
060600700|X||||||
060600900|X||||||
060601000|X||||||
060601100|X||||||
060601200|X||||||
060601300|X||||||
060601400|X||||||
060601500|X||||||
060601600|X||||||
060601800|X||||||
060601900|X||||||
060602100|X||||||
060602200|X||||||
060602300|X||||||
060602400|X||||||
060602500|X||||||
060602600|X||X||||
060602700|X||||||
060602800|X||||||
060602900|X||||||
060603000|X||||||
060603100|X||||||
060603200|X||||||
060603300|X||||||
060603400|X||||||
060603500|||X||||
060603501|||X||||
060603502|||X||||
060603503|||X||||
060603600|X||||||
060603700|X||||||
060603800|X||||||
060603900|X||||||
060604000|X||||||
060604100|X||||||
060604200|X||||||
060604300|X||||||
060604400|X||||||
060604500||X|||||
060604600|X||||||
060604700|X||||||
060604800|X||||||
060605100|X||||||
060605200||X|||X||
060605300|X||||||
060605400|X||||||
060605500|X||||||
060605600|X||||||
060605700|X||||||
060605800|X||||||
060605900|X||||||
060606000|X||||||
060606100|X||||||
060606300|X|||X|||
060606500|X||||||
060606600||X|||||
060606700|X||||||
060606800|X||||||
060606900|X||||||
060607100|X||||||
060607200|X||||||
060607300|X||||||
060607400|X||||||
060607500|X||||||
060607700|X||||||
060607800|X||||||
060607900|X||||||
060608000|X||||||
060608100|X||||||
060608200|X||||||
060608300|X||||||
060608400|X||||||
060608500|X||||||
060608600|X||||||
060608700|X||||||
060608900|X||||||
060609000|X||||||
060609100|X||||||
060609200|X||||||
060609300|X||||||
060609400|X||||||
060609500|X||X||||
060609700|X||||||
060609800|X||||||
060609900|X||||||
060610000|X||||||
060610100|X||||||
060610200|X||||||
060610300|X||||||
060610400|X||||||
060610500|X||||||
060610600|X||||||
060610700|X||||||
060610800|X||||||
060610900|X||||||
060611000|X||||||
060611100|X||||||
060611200|X||||||
060611300|X||||||
060611400|X||||||
060611500|||X||||
060611600|X||||||
060611700|X||||||
060611800|X||||||
060611900|X||||||
060612000|X||X||||
060612100|X||||||
060612200|X||||||
060612300|X||||||
060612400|X||||||
060612500|X||||||
060612600|X||||||
060612700|X||||||
060612800|X||||||
060612900|X||||||
060613000|X||||||
060613100|X||||||
060613200|X||||||
060613300|X||||||
060613400|X||||||
060613500|X||||||
060613600|X||||||
060613700|X||||||
060613800||X|||||
060613900|X||||||
060613901|X||||||
060613902|X||||||
060614000|X||||||
060614100|X||||||
060614200|X||||||
060614300|||X||||
060614301|||X||||
060614302|||X||||
060614303|||X||||
060614400|X||X||||
060614401|X||||||
060614500|X||||||
060614600|X||||||
060614800|X||||||
060614900|X||||||
060615000|X||||||
060615100|X||||||
060615400|X||||||
060615500|X||||||
060615600|X||||||
060615700|X||||||
060615800|X||||||
060615900|X||||||
060616000|X||||||
060616100||X|||X||
060616200|X||||||
060616300|X||||||
060616400|X||||||
060616500|X||||||
060616600|X||||||
060616900|X||||||
060617000|X||||||
060617100|X||||||
060617200|X||||||
060617400|X||||||
060617500|||X||||
060617501|||X||||
060617502|||X||||
060617600|X||||||
060617700|X||||||
060617800|X||||||
060617900|X||||||
060618000|X||||||
060618100|X||||||
060618200|X||||||
060618300|X||||||
060618400|X||||||
060618500|X||||||
060618600|X||||||
060618800|X||||||
060618900|X||||||
060619000|X||||||
060619200|X||||||
060619300|X||||||
060619400|X||||||
060619500|X||||||
060619501|X||||||
060619600|X||||||
060619700|X||X||||
060619800|X||||||
060619900|X||||||
060620000|X||||||
060620100|X||||||
060620200|X||||||
060620300|X||||||
060620301|X||||||
060620400|X||||||
060620500|X||||||
060620600|X||||||
060620700|X||||||
060620800|X||||||
060620900|X||||||
060621000|X||||||
060621100|X||||||
060621200|X|||X|||
060621300|X||||||
060621400|X||||||
060621500|X||||||
060621600|X||||||
060621700|X||||||
060621800|X||||||
060621900|X||||||
060622100|X||||||
060622200|X||||||
060622201|X||||||
060622400|X||||||
060622500||X|||||
060622700|X||||||
060622800|X||||||
060622900|X||||||
060623000|X||||||
060623100|X||||||
060623200|X||||||
060623300|X||||||
060623400|X||||||
060623500|X||||||
060623600|X||||||
060623800|X||||||
060623900|X||||||
060624000|X||||||
060624200|X||||||
060624300|X||||||
060624400|X||X||||
060624500||X|||||
060624600|X||||||
060624800|X||||||
060624900|X|||X|||
060625000|X||||||
060625100|X||||||
060625200|X||||||
060625300|X||||||
060625301|X||||||
060625400|X||||||
060625500|X||||||
060625700|X||||||
060625800|X||||||
060625900|X||X||||
060626000|X||||||
060626100|X||X||||
060626101|X||||||
060626200|X||||||
060626300|X||||||
060626400|X||||||
060626700|X||||||
060626800|X||||||
060626900|X||||||
060627000|X||||||
060627100|X||||||
060627200|X||||||
060627300|X||||||
060627400|X||||||
060627500|X||||||
060627600|X||||||
060627700|X||||||
060627800|X||||||
060627900|X||||||
060628100|X||||||
060628200|X||||||
060628300|X||||||
060628400|X||||||
060628500|X||||||
060628600|X||||||
060628700|||X||||
060628800|X||||||
060628900|X||||||
060629100|X||||||
060629200|X||||||
060629300|X||||||
060629400|X||||||
060629500|X||||||
060629600|||X||||
060629601|||X||||
060629602|||X||||
060629603|||X||||
060629700|X||||||
060629800|X||||||
060630000||X|||||
060630100|X||||||
060630200|X||||||
060630300|X||||||
060630400|X||||||
060630500|X||||||
060630600|X||||||
060630700|X||||||
060630800||X|||||
060631000|X||||||
060631100|X||||||
060631200|X||||||
060631201|X||||||
060631300|X||||||
060631400|X||||||
060631500|||X||||
060631600|X||||||
060631700|X||||||
060631800|X||||||
060632000|X||||||
060632100|X||||||
060632300|X||||||
060632400|X||||||
060632500|X||||||
060632600|X||||||
060632800|X||||||
060632900|X||||||
060633000|X||||||
060633100|X||||||
060633200|X||||||
060633300||X|||||
060633400|X||||||
060633500|X||||||
060633600|X||||||
060633700|X||||||
060633800|X||||||
060633900|X||||||
060634000|X||||||
060634100|X||||||
060634300|X||||||
060634400|X||||||
060634500|X|||X|||
060634600|X||||||
060634700|||X||||X
060634900|X||||||
060635000|X||||||
060635100|X||||||
060635200|X||||||
060635300|X||||||
060635400|X||||||
060635500|X||||||
060635600|X||||||
060635700|X||||||
060635800|X||||||
060635900|X||||||
060636000|X||||||
060636100|X||||||
060636200|X||||||
060636300|X||||||
060636400|X||||||
060636700|X||||||
060636800|X||||||
060637000|X||||||
060637100|X||||||
060637200|X||||||
060637300|X||||||
060637400|X||||||
060637600|X||||||
060637700|X||||||
060637800|X||||||
060637900|X||||||
060638000|X||||||
060638100|||X||||
060638200|X||||||
060638300|X||||||
060638400|X||||||
060638401|X||||||
060638500|X||||||
060638600|X||||||
060638800|X||||||
060639000|X||||||
060639100|X||||||
060639200|X||||||
060639400|X||||||
060639500|X||||||
060639600|X||||||
060639700|X||||||
060639800|X||||||
060639900|X||||||
060640000|X||||||
060640100|X||||||
060640200|X||X||||
060640400|||X||||
060640500||X|||||
060640700|||X||||
060640800|X||||||
060640900|X||||||
060641100|X||||||
060641200|X||||||
060641400|X||||||
060641500|X||X||||
060641600|X||||||
060641800|X||||||
060642000|X||||||
060642100|X||||||
060642200|X||||||
060642300|X||X||||
060642301|X||X||||
060642400|X||||||
060642500|X||||||
060642600|X||||||
060642700|X||||||
060642800|X||||||
060642900|X||||||
060643000|X||||||
060643100|X||||||
060643200|X||||||
060643400|X||||||
060643500|X||||||
060643600|X||||||
060643700|X||||||
060643800||X|||||
060643900|X||||||
060644000|X||||||
060644100|X||||||
060644200|X||||||
060644300|X||||||
060644400|X||||||
060644500|X||||||
060644600|X||||||
060644700|X||X||||
060644800|X||||||
060644900|X||||||
060645000|X||||||
060645100|X||||||
060645200|X||||||
060645300|X||||||
060645400|X||||||
060645600|X||||||
060645700|X||||||
060645900|X||||||
060646000|X||||||
060646100|X||||||
060646200|X||||||
060646300|X||||||
060646400|X||||||
060646500|||X||||
060646600|X||||||
060646700|X||||||
060646800||X|||||
060647000|X||||||
060647100|X||||||
060647200|X||||||
060647300|X||||||
060647400|X||||||
060647500|X||||||
060647600|X||||||
060647700|X||||||
060647800|X||||||
060647900|X||||||
060648000|X||||||
060648100|||X||||
060648200|X||||||
060648500|X||||||
060648600|X||||||
060648700|X||||||
060648800|X||||||
060648900|X||||||
060649000|X||||||
060649100|X||||||
060649200|X||||||
060649300|X||||||
060649400|X||||||
060649500|X||||||
060649600|X||||||
060649700|X||||||
060649800|X||||||
060649900|X||||||
060650000|||X||||
060650100|X||||||
060650200|X||||||
060650300|X||||||
060650400|X||||||
060650500|X||||||
060650600|X||||||
060650700|X||||||
060650800|X||||||
060650900|X||||||
060651000|X||||||
060651100|X||||||
060651200|X||||||
060651300|X||||||
060651400|X||||||
060651600|X||||||
060651800|X||||||
060651900|X||||||
060652000|X||||||
060652200|X||||||
060652300|X||||||
060652400|X||||||
060652600|X||||||
060652700|X||||||
060652800|X||||||
060652900||X|||X||
060653000|X||||||
060653300|X||||||
060653400|X||||||
